location,AccHalfAng__DEG,RCR,CR,r_a__m,rr_g,rr_ut,rt_g,rgap,length__m,beta__DEG,T_in__K,intensity__Wh__m2,datetime__now
TOLEDO-WINLOCK MEM,79.9999980599089,0.500092307815319,1.04078638957824,0.05,1.3999973867833,0.360660428549505,0.2,0,2,34.1371738072649,373,384502.496669184,736102.686366829
INDIANAPOLIS INTL AP,42.0000098844549,0.99981492955956,1.66058280004471,0.05,1.595,0.200000119186627,0.2,0,2,34.9946548376637,553,207622.798542977,736102.667225822
INDIANAPOLIS INTL AP,42.0000098844549,0.99981492955956,1.66058280004471,0.05,1.595,0.200000119186627,0.2,0,2,34.9946548376637,553,207622.798542977,736102.659658125
INDIANAPOLIS INTL AP,42.4256583501787,0.999282951703165,1.73436153588705,0.05,1.82454616614323,0.100480730642531,0.2,0,2,35.2275242943643,533,239608.411322997,736102.633360949
INDIANAPOLIS INTL AP,42.4256583501787,0.999282951703165,1.73436153588705,0.05,1.82454616614323,0.100480730642531,0.2,0,2,35.2275242943643,533,239608.411322997,736102.630641273
INDIANAPOLIS INTL AP,49.9994888264879,0.500009990800995,1.2613182009518,0.05,1.80941004219205,0.100000007433184,0.2,0,2,31.807295641705,513,277090.534620445,736102.629513449
INDIANAPOLIS INTL AP,49.999499350278,0.500008514378495,1.26131734139549,0.05,1.80941021197863,0.100000007432996,0.2,0,2,31.8072968887344,513,277086.696499139,736102.6242586
INDIANAPOLIS INTL AP,71.0155700177389,0.750009986835632,1.15251688896788,0.05,1.70045962419385,0.100000021496018,0.2,0,2,30.9952047397394,473,377203.260804753,736102.608526829
INDIANAPOLIS INTL AP,71.0155735476974,0.750009868227071,1.15251684949269,0.05,1.70045964267285,0.100000021496006,0.2,0,2,30.9952045972082,473,377202.903173094,736102.604517118
INDIANAPOLIS INTL AP,78,0.750009989647207,1.10649309734806,0.05,1.61830043939085,0.199999791579925,0.2,0,2,30.8291906575724,453,420903.996158387,736102.591401551
INDIANAPOLIS INTL AP,76.0000329466455,0.750009989647205,1.11342400966277,0.05,1.61830043939085,0.199999791579925,0.2,0,2,30.8291906575724,453,420960.830024941,736102.582661204
INDIANAPOLIS INTL AP,78.0000747118035,0.750009990689179,1.09754572041444,0.05,1.57123705639707,0.100000004638674,0.2,0,2,29.3982697177897,433,485897.017657277,736102.572027801
INDIANAPOLIS INTL AP,78.0000673697375,0.750001621740039,1.09754482904697,0.05,1.57123798071231,0.100000004637603,0.2,0,2,29.3982200588614,433,485868.931528175,736102.180334306
INDIANAPOLIS INTL AP,79.9999991366543,0.750009993230608,1.07185410579967,0.05,1.46164221109431,0.10000000138917,0.2,0,2,29.1594182492029,413,548148.802791544,736102.171428576
INDIANAPOLIS INTL AP,79.9999991371362,0.749702153820104,1.07177473676867,0.05,1.46135996805567,0.10000000138814,0.2,0,2,29.1554091680503,413,548108.697559396,736102.161620683
INDIANAPOLIS INTL AP,79.9999987243232,0.5,1.04078028587572,0.05,1.40000999305802,0.111616597501356,0.2,0,2,28.6761991841199,373,641851.036253181,736102.140612153
INDIANAPOLIS INTL AP,79.9999987243232,0.4999,1.04077212981855,0.05,1.40000999305802,0.111616597501356,0.2,0,2,28.6761991841199,373,641848.868853182,736102.138538391
INDIANAPOLIS INTL AP,79.9999987243232,0.498639097188215,1.0406692898643,0.05,1.40000999305802,0.111616597501356,0.2,0,2,28.6761991841199,373,641825.985418301,736102.132225776
INDIANAPOLIS INTL AP,79.9999987243238,0.498639091611467,1.04066928740261,0.05,1.40000997526633,0.111616596341791,0.2,0,2,28.6761991130554,373,641825.928051671,736102.123373218
INDIANAPOLIS INTL AP,76,0.499999999999999,1.04886835079396,0.05,1.40000998361113,0.399795170686528,0.2,0,2,28.8364360639668,393,571059.66788429,736102.119638241
INDIANAPOLIS INTL AP,70,0.55,1.07341776833359,0.05,1.40000998361113,0.399795170686528,0.2,0,2,28.8364360639668,393,564234.254730571,736102.11594265
INDIANAPOLIS INTL AP,70,0.600000000000001,1.08009211090937,0.05,1.40000998361113,0.399795170686528,0.2,0,2,28.8364360639668,393,559568.947392894,736102.113002731
INDIANAPOLIS INTL AP,79.0635187296232,0.500009988324456,1.04241713271135,0.05,1.40001327936442,0.238429499442968,0.2,0,2,28.691642967431,373,641125.20907352,736102.113014641
INDIANAPOLIS INTL AP,76,0.100000000000001,1.00977367015879,0.05,1.40000998361113,0.399795170686528,0.2,0,2,28.8364360639668,393,560778.145559387,736102.10926537
INDIANAPOLIS INTL AP,76,0.499999999999999,1.04886835079396,0.05,1.40000998361113,0.399795170686528,0.2,0,2,28.8364360639668,393,571059.66788429,736102.106435
INDIANAPOLIS INTL AP,77,0.499999999999999,1.04657325172453,0.05,1.40000998028189,0.387621925073919,0.2,0,2,28.402141441261,373,641581.068397295,736102.100650394
PHOENIX SKY HARBOR INTL AP,79.0099141126691,0.750009986120768,1.06961783213135,0.05,1.43394035337982,0.199999519898086,0.2,0,2,30.048775754455,453,790469.408080169,736088.053915001
PHOENIX SKY HARBOR INTL AP,76.0000330469192,0.750009995384756,1.09190055004891,0.05,1.50432700706902,0.199999913023209,0.2,0,2,29.5141110290263,473,708810.744682852,736088.041636759
PHOENIX SKY HARBOR INTL AP,79.9999997553552,0.749853336386272,1.06115846401688,0.05,1.40000999155363,0.10000000115893,0.2,0,2,30.3347756533816,433,892416.560486639,736088.012658383
LOS ANGELES INTL ARPT,65.0000165967188,0.500009993598776,1.10837747911385,0.05,1.56056412400728,0.199999981362316,0.2,0,2,28.6294690378092,453,584170.41165421,736083.938224769
LOS ANGELES INTL ARPT,48.9992231592628,0.500009993350883,1.25825782610401,0.049999999996673,1.7260250874107,0.200000009831384,0.200000005801541,3.41937390125673e-06,2,29.2405130075917,513,399138.343612989,736083.194874456
